,title,description,article_text
211,Equipe de France : Léo Dubois veut encore croire au Qatar,"Parti cet été à Galatasaray, Léo Dubois espère que ses prestations stambouliotes lui rouvriront les portes de la sélection pour la COupe du monde."," La date de l'annonce de la liste de Didier Deschamps, le 9 novembre prochain, approche et avec elle les spéculations autour des noms qui y figureront.  ""Le 9 novembre, je serai devant ma télé"" Plus appelé depuis près d'un an, Léo Dubois espère que son transfert de l'été loin de Lyon et ses prestations avec Galatasaray, lui permettront d'accrocher le wagon in extremis pour se rendre au Qatar. ""L'objectif est toujours là. Tant que je serai compétitif, j'aurai envie d'y être. Je veux aussi être honnête avec moi-même. La logique veut que d'autres joueurs peuvent y être. Mais je sais ce que je peux apporter"", a-t-il confié dans un entretien à L'Equipe. ""J'ai un vécu de trois ans avec deux compétitions internationales. Le 9 novembre, je serai devant ma télé pour regarder la liste."" Et sans faire de plans sur la comète concernant son rôle et le poste auquel il pourrait évoluer : ""Je ne vois pas forcément de différence entre jouer à quatre ou cinq. Je suis toujours dans cette capacité à répéter les efforts et essayer d'amener de bons centres.  ""Mais on reste avant tout des défenseurs. C'est très important, en particulier pour une phase finale. Un Euro, une Coupe du monde, ça se gagne souvent derrière. Surtout avec le potentiel offensif qu'a l'équipe de France."" ""Il faut savoir trouver sa place"" L'ancien joueur de Nantes compte treize sélections avec l'équipe de France, et était notamment de l'Euro décevant avec l'élimination face à la Suisse, puis de la victoire en Ligue des nations, il y a tout juste un an. ""Les Bleus restent le summum. On a vécu quelque chose de fort avec cette victoire en Ligue des nations après l'Euro, poursuit-il. En trois ans d'équipe de France, je ne garde que ces grands moments. Il y a quelque chose de fort entre nous, des instants de partage. Chacun a son rôle."" Un rôle qu'il lui-même trouvé au fil du temps. ""En Bleus, il faut savoir trouver sa place. C'est super important. Je sais que je suis au second plan sur le terrain. Mais j'ai su trouver mon rôle dans le groupe.  ""Je suis à l'écoute, pour soutenir les autres, mais aussi là pour répondre présent comme titulaire ou remplaçant. Quand tu sais trouver ta place, tu vis bien ta situation. Surtout à 26 comme à l'Euro."""
212,Plus de Kanye West : Bournemouth supprime sa chanson d'avant-match suite aux commentaires antisémites de l'artiste,Le club de Bournemouth a annoncé que la musique de Kanye West ne rententirait plus dans son stade avant les rencontres.," Ces dernières années, il était devenu habituel d'entendre Power lors des matchs au Vitality Stadium, juste avant que les joueurs ne fassent leur entrée sur le terrain. Cependant, la célèbre chanson de Kanye West, désormais connu sous le nom de Ye, ne sera plus jouée lors des matchs de Bournemouth, suite aux derniers débordements du rappeur américain, qui a notamment tenu des propos antisémites. En raison de son comportement récent, l'homme de 45 ans a vu plusieurs de ses contrats de partenariat les plus lucratifs annulés. Des marques comme adidas, Balenciaga et GAP ont coupé leurs liens avec West, tandis que de nombreux détaillants du monde entier ont retiré ses produits de leurs rayons. Forbes a rapporté que, suite à la perte de la majorité de ses contrats de marque, le chanteur et entrepreneur américain n'est plus considéré comme un milliardaire. Il a atteint un statut à 10 chiffres en 2020 - en grande partie grâce à son partenariat YEEZY avec adidas - mais n'est plus considéré comme l'une des célébrités les plus riches du monde. La base des supporters des Cherries sera très intéressée de voir quelle chanson sera choisie pour remplacer Power. Ils n'auront pas à attendre longtemps pour le savoir, car ils seront en action au Vitality Stadium samedi, où ils accueilleront Tottenham dans l'après-midi."
213,"La Tunisie menacée d’exclusion du Mondial, l’Algérie repêchée ?",La FIFA vient de signifier à la fédération tunisienne qu’elle pourrait être exclue du prochain Mondial. Le voisin algérien pourrait en profiter.," Après l’Iran, un autre pays se retrouve sous la menace d’une exclusion de dernière minute de la prochaine Coupe du Monde. Il s’agit de la Tunisie. Les Aigles de Carthage pourraient payer au prix fort l’ingérence de leurs politiciens dans les affaires de football. La Tunisie peut trembler Un an après la première mise en garde, la Fédération tunisienne de football a reçu une nouvelle menace de la part de la Fédération internationale de football. Il serait question de geler l'activité sportive dans le pays au cours de la période à venir si les choses n'entraient pas dans l'ordre. L’information émane du média tunisien Mosaïque FM. Au cours des trois dernières années, la Fédération tunisienne a reçu plusieurs menaces de la FIFA de geler son activité suite à l’offensive de Kamal Daqish, le ministre des sports, sur les responsables du football tunisien. La Fédération internationale a considéré qu'il s'agissait d'une ingérence du gouvernement dans le travail de la FTF, l'affaire s'étant répétée en 2020 et 2021. Cette menace, si elle est mise à exécution, signifierait l'interdiction pour l'équipe nationale tunisienne de participer à la Coupe du monde Qatar 2022, qui débutera le 20 novembre. L’Algérie en salle d’attente ! Si la Tunisie se retrouve boutée hors de l’épreuve reine, la FIFA pourrait alors rappeler une autre sélection africaine. L’Algérie, qui est la mieux classée au classement FIFA (37e) parmi les nations ne jouant pas le mondial et qui s’est faite sortir in extremis en barrages (par le Cameroun), aura alors de bonnes chances d’être repêchée. Ça serait inespéré pour les Fennecs de Djamel Belmadi. Pour rappel, la Tunisie évolue dans le groupe de la France en Coupe du Monde. Les Aigles de Carthage défient les Bleus le 30 novembre lors du dernier match de poule. Auparavant, ils auront affronté le Danemark et le Pérou. A condition bien sûr de ne pas se faire exclure d'ici là par les instances internationales. La Tunisie avait, pour rappel, validé son ticket sur le terrain en terminant première de sa poule en zone africaine avant de dominer sans peine le Mali à l’occasion des barrages du mois de mars. Au Qatar, ce pays devait participer à sa 6e phase finale de Mondial."
214,C'est la guerre : Neymar et Pogba reconvertis dans Call of Duty, Neymar et Paul Pogba feront désormais partie de l'univers de Call of Duty.," Après avoir été deux des meilleurs joueurs de la franchise de jeu FIFA ces dernières années, Neymar et Paul Pogba feront désormais partie de l'univers de Call of Duty. La franchise Call of Duty reste l'une des plus populaires au monde. Son dernier opus - Modern Warfare 2 - comblera le fossé entre les jeux de tir à la première personne et les jeux de sport. Deux des footballeurs les plus connus de la planète - Neymar et Paul Pogba - sont des personnages jouables dans la dernière production de la franchise Infinity Ward, selon des captures d'écran qui ont fuité. Si Neymar et Pogba ont été photographiés - comme vous pouvez le voir ci-dessus - dans le tout nouveau jeu, ils ne seront peut-être pas les seuls footballeurs que les joueurs pourront utiliser. Lionel Messi devrait également être ajouté en tant que personnage jouable, ce qui rendra les fans de football fous de Modern Warfare 2 lorsqu'il sera finalement ajouté au jeu."
215,Barça : Encore des recrues ??? Deux nouveaux joueurs vont débarquer en janvier,Le Barça devrait encore aller sur le terrain du mercato pour régler ses problèmes..," Le FC Barcelone a signé de nombreux joueurs vedettes au cours de l'été, terminant avec la sixième plus grosse dépense d'Europe, en pensant que cela le catapulterait à nouveau dans l'élite du football européen. Après avoir été éliminé de la Ligue des champions en phase de groupes, la hiérarchie répondra à ses problèmes par de nouvelles signatures. Selon Sport, le conseil d'administration a donné son feu vert pour que le FC Barcelone s'attache à recruter au moins deux nouveaux joueurs lors de la fenêtre de janvier. Ces recrutements sont axés sur la position. L'un d'entre eux est un remplaçant pour Sergio Busquets, qui a lutté depuis son retour de la pause internationale en Octobre. La situation semble plus claire en ce qui concerne cette signature, puisque le club a été fortement lié à Ruben Neves de Wolves dernièrement. L'autre poste qu'ils souhaitent renforcer est celui d'arrière droit. Hector Bellerin a été victime de blessures jusqu'à présent, mais même lorsqu'il était en forme, il n'a pas réussi à convaincre, tandis que Sergi Roberto est souvent exposé en Europe. Ronald Araujo et Jules Koundé sont tous deux bien meilleurs au milieu de la défense. Le choix des joueurs à recruter est moins clair. Diogo Dalot, de Manchester United, a été mentionné comme une option possible, mais les rumeurs se sont calmées car les Red Devils semblent prêts à prolonger son contrat."
216,"Après Shakira, encore une rupture pour Piqué ?","Alors qu’il traverse une période compliquée dans tous les aspects de sa vie, Gerard Piqué ne va pas aller mieux dans les prochains mois."," Gerard Piqué a vu la mère de ses enfants s’en aller, il va bientôt quitter sa ville de toujours, Barcelone. L'ancien joueur de Manchester United depuis sa séparation avec Shakira, la chanteuse colombienne ayant découvert que son compagnon allait voir ailleurs. Depuis, l’ancien international espagnol vit une vie de ""people"", surveillé en permanence par la presse spécialisé… Piqué se préparerait ainsi à quitter le FC Barcelone en janvier prochain. Une résiliation de contrat devrait bien être trouvée. La presse que Piqué ne fera pas partie des plans du FC Barcelone la saison prochaine, le défenseur étant dans les derniers mois de son contrat et le club ne va pas lui donner une prolongation. Les Blaugrana pourraient également chercher à faciliter une sortie pour lui en janvier, alors qu'ils cherchent à réduire leur masse salariale et à faire de la place pour d'autres joueur. Selon des rapports espagnols, le FC Barcelone ne voit pas Piqué comme faisant partie de ses plans et le laisser partir plus tôt pourrait lui permettre d'économiser beaucoup d'argent. Piqué a été très irrégulier au cours des derniers mois et est devenu le sixième choix de défenseur central du club, d'autres joueurs étant préférés à lui dans l'équipe première. Il est également redevable de gros salaires qu'il a différés pendant les problèmes financiers du club, avec jusqu'à 70 millions d'euros qui lui seront versés au cours des prochaines années dans le cadre de son accord de report. Une rupture professionnelle se profile donc pour le grand central espagnol, après sa très médiatisée rupture privée."
217,Cinq personnes poignardées dans un supermarché de Milan : Pablo Marì de Monza parmi les blessés,"Un homme de 46 ans aurait volé un couteau et attaqué des clients. Le défenseur de Monza, Pablo Mari, figure également parmi les blessés."," Selon ""RaiNews"", un homme aurait poignardé au moins cinq personnes dans le centre commercial Assago Milanofiori, au sud de Milan, près du Forum. Un Italien de 46 ans, qui a déjà été arrêté par les carabiniers, aurait pris un couteau dans les étalages du supermarché et aurait poignardé cinq personnes. L'un d'eux est Pablo Marì, un défenseur de Monza. Trois des cinq blessés seraient dans un état grave. L'hélicoptère et trois ambulances étaient sur place. Marì aurait été touché à la poitrine et serait transporté à l'hôpital de Niguarda, il serait conscient, selon les premières informations."
218,Cette stat qui affiche clairement le FLOP Raphinha,Les choses ne se sont pas passées comme prévu pour le FC Barcelone depuis sa folie de dépenses estivales. ," Les Catalans sont éliminés de la Ligue des champions et ont du mal à tirer le meilleur parti de leurs nouvelles recrues. Le Barça, à court d'argent, a dépensé plus de 200 millions d'euros cet été pour recruter des joueurs comme Robert Lewandowski et Jules Koundé, mais ses stars n'ont pas pu empêcher une élimination précoce en Ligue des champions, après n'avoir remporté qu'une seule victoire en cinq matches de groupe. La recrue la plus décevante est sans doute Raphinha, qui a été acheté à Leeds pour 59 millions d'euros et qui n'a inscrit qu'un seul but et délivré une seule passe décisive lors de ses 14 premiers matches avec le club. Le Brésilien était considéré comme une cible prioritaire pour le Barça, qui s'est battu contre la concurrence de Chelsea et d'Arsenal pour le recruter, mais ils pourraient regretter leur décision en raison de sa forme décevante. Pour Raphinha, ses mauvaises performances pourraient lui faire perdre sa place dans l'équipe du Barca et potentiellement dans celle du Brésil, en raison de la grande qualité de la concurrence dans les zones offensives des deux équipes. Le joueur de 25 ans étant sorti du banc lors de ses deux derniers matchs, il pourrait bien devenir un autre flop coûteux pour le Barça. Malgré ses mauvais résultats en Europe, le Barça n'est toujours qu'à trois points du Real Madrid, leader de la Liga, après avoir récemment perdu contre son rival, mais l'écart de qualité entre les deux équipes est certainement bien plus grand. Raphinha n'a joué qu'une seule fois l'intégralité des 90 minutes en 14 apparitions et il reste sur une série de dix matches sans but ni passe décisive. Ousmane Dembele et Pedri ont été préférés sur les ailes lors du dernier match de Liga du Barca, le Français ayant particulièrement impressionné en contribuant aux quatre buts de son équipe lors de la victoire sur Bilbao. Ferran Torres est également sorti du banc pour marquer un but, ce qui signifie que Raphinha pourrait se retrouver encore plus bas dans la hiérarchie, n'ayant joué que 47 minutes lors des trois derniers matchs du Barca. L'ironie de la chose, c'est que Raphinha n'a été recruté que parce que l'on pensait que Dembele partirait cet été à l'expiration de son contrat, mais l'ancien joueur de Dortmund a finalement renouvelé son contrat. Et la forme de Dembele montre que Barcelone n'avait peut-être pas besoin de Raphinha du tout - une situation accablante compte tenu du désarroi financier du club."
219,Cristiano Ronaldo prêt à dire stop ? L'humiliation de trop,"Poussé vers la sortie à Manchester United, Cristiano Ronaldo pourrait vivre ses dernières semaines en Europe. "," L'affaire a animé toute l'Angleterre la semaine passée. Erik ten Hag, le manager de Manchester United, avait pris une décision forte en écartant Cristiano Ronaldo du groupe professionnel. Le motif ? Une attitude du joueur jugée déplacée, après que l'attaquant portugais ait quitté le stade prématurément tout en ayant refusé d'entrer en jeu lors des dernières minutes du match contre Tottenham (2-0), selon certaines version de la presse britannique. Quoiqu'il en soit, CR7 ne semble plus le bienvenu dans un club qu'il avait pourtant propulsé au sommet de l'Europe il y a 15 ans. Le divorce semble proche. Mais où pourrait-il rebondir ? Naples recale Ronaldo à son tour L'été dernier, le nom de Cristiano Ronaldo a fait l'objet de nombreuses rumeurs. Ne cachant pas ses velléité de départ, le Portugais, déterminé à disputer la Ligue des Champions pour conserver ses records dans la compétition reine, avait mandaté son agent, l'influent Jorge Mendes, pour lui trouver un point de chute. Malgré son réseau XXL aux quatre coins de l'Europe, Mendes a échoué dans cette mission. Le Paris Saint-Germain, Chelsea, le Bayern Munich, le Borussia Dortmund et même l'Olympique de Marseille ont été cités comme des destinations envisageables pour Ronaldo. Sans succès. Même le Sporting Portugal, club formateur de la superstar, a décliné la proposition. Et à cette liste déjà bien garnie est venue s'ajouter une nouvelle écurie : Naples. Sensation de ce début de saison, le Napoli, qui enchaîne les résultats probants en Ligue des Champions et en Serie A, n'a pas l'intention de briser sa belle dynamique collective en incorporant une individualité de cette envergure dans son effectif. Cristiano Giuntoli, le directeur du sportif du Napoli, s'est montré très clair. « Ronaldo en janvier ? Nous ne signerons aucun joueur en janvier. Nous n'avons rien à changer dans cette équipe. Nous allons très bien et, à partir d'aujourd'hui, nous ne prévoyons aucune signature », a-t-il lâché dans des propos accordés à DAZN. L'avenir de Cristiano Ronaldo en Europe semble bouché à court terme. De quoi inciter le Portugais à s'exiler après le Mondial ?"
220,Affaire Pogba : nouvelles confidences capitales pour Mbappé,"Appelé à s'exprimer sur les problèmes extra-sportifs de Paul Pogba, Didier Deschamps a tenu des propos forts. "," Alors que la liste des joueurs convoqués pour la Coupe du monde sera dévoilée le 9 novembre prochain par Didier Deschamps, la présence de Paul Pogba reste indécise. Déjà parce que le milieu de terrain de la Juventus, convalescent, a entamé une course contre la montre pour retrouver les terrains avant le début de la compétition. Mais aussi parce que le champion du monde 2018 a été impacté par des problèmes extra-sportifs qui se sont déplacés sur le terrain judiciaire, avec une affaire de tentatives d'extorsion en bande organisée et de lourdes accusations formulées par son frère aîné, Mathias. Deschamps classe l'affaire : ""Les rumeurs sur le maraboutage ? Ce ne sont pas des rumeurs, ce sont des choses erronées"" Parmi les nombreux éléments pointés du doigt par Mathias Pogba figurait notamment un supposé maraboutage visant à nuire à Kylian Mbappé. Une version totalement contredite par Didier Deschamps en personne, qui a expliqué s'être entretenu avec son joueur. ""L'affaire Pogba ? Quelle affaire ? La seule et unique affaire, il est victime. Quelqu'un qui est victime dans une affaire, cela aurait des conséquences ? Les rumeurs sur le maraboutage (de Kylian Mbappé, ndlr) ? Ce ne sont pas des rumeurs, ce sont des choses erronées. Si vous voulez créer des histoires dans les histoires..."", a soufflé le sélectionneur des Bleus dans un entretien accordé à Brut. Agacé, Deschamps a certainement pris le pouls auprès de Kylian Mbappé, son joueur majeur. ""Il y a une seule histoire factuelle, qui est aujourd'hui entre les mains de la justice, a-t-il appuyé, faisant référence à violences exercées sur Paul Pogba au printemps dernier. Et d'ailleurs depuis que c'est le cas avec deux juges d'instruction, il y en a beaucoup moins qui parlent et qui disent des bêtises. Il est victime. Que ce fut un moment très difficile pour lui, oui. J'échange régulièrement avec lui. C'est quelqu'un qui a un gros mental. Evidemment, lié à sa blessure, ce n'est pas facile à gérer. Mais psychologiquement, il va bien"", a conclu Deschamps. Un message fort qui tend à renforcer l'hypothèse d'une présence de Paul Pogba au Qatar."
221,"Benzema, moqué sur son physique ? Terribles révélations",Karim Benzema a failli rater son immense carrière à cause de son physique.," On peut dire que dans sa carrière, Karim Benzema a été inspiré par deux Ronaldo. Nazario, le Brésilien, était son idole d'enfance et justement, le natif de Bron a failli être écarté du centre de formation de l’OL à l’adolescence. Il était un peu « grassouillet ». L'ancien joueur de l'OL a intégré le centre de formation du club rhodanien dès l’âge de 11 ans et, en U14, et subissait les moqueries de ses jeunes collègues pour son surpoids. Il a failli être écarté des Gones, comme on le découvre dans la biographie sur Benzema signée Luca Caioli et Cyril Collot (chez Marabout). Plus tard, lorsque Cristiano Ronaldo a quitté les Merengue en 2018, « KB9 » avait déjà perdu 7 kilos l’année précédente, pour devenir le joueur que l'on connait aujourd'hui. Une très belle transformation."
222,Mbappé - Messi - Neymar : qui a les meilleures stats ? Grosse surprise,Les trois étoiles de l'attaque parisienne présentent un bilan statistique impressionnant. Quel star offensive se détache cette saison ?," Le public du Parc des Princes a été comblé, mardi soir,  devant le spectacle grandiose offert par ses protégés. Le Paris Saint-Germain a écrasé le Maccabi Haïfa en livrant une belle symphonie collective (7-2). Une partition qui porte évidemment la signature de ses trois artistes.  Impliqués sur la quasi-totalité des buts parisiens en Ligue des Champions cette saison, Kylian Mbappé, Lionel Messi et Neymar sont partis sur des bases très élevées. Les trois superstars du club de la capitale pourraient même atteindre des chiffres inédits dans l'histoire du foot en conservant ce rythme digne de la ""MSN"" du Barça ou de la ""BBC"" du Real Madrid. Messi, le meilleur élève cette saison ! En se penchant d'un plus près sur les cas individuels, le premier constat qui saute aux yeux concerne la répartition du gâteau - relativement équilibrée : Kylian Mbappé totalise 16 buts et 4 passes décisives en 16 apparitions, toutes compétitions confondues. Pour le même nombre de match, Lionel Messi cumule 11 buts et 12 passes décisives. Enfin, Neymar, qui affiche un match de plus au compteur (c'est à souligner, le concernant), présente un bilan comptable de 13 buts et 9 passes décisives. Si Kylian Mbappé menait largement la danse la saison passée, dans un exercice où ses deux compères n'étaient pas à un niveau digne de leur statut pour des raisons diverses (pépins physiques, acclimatation), le champion du monde 2018 peut constater que les deux stars sud-américaines se sont bien alignées sur ses standards.  Mieux, elles présentent un bilan encore plus flatteur si l'on totalise le nombre de gestes décisifs. Un petit jeu où Lionel Messi arrive en tête en étant impliqué sur 23 buts depuis le début de saison du Paris Saint-Germain. Il aurait été difficile d'imaginer une tel regain de forme du septuple Ballon d'Or, il y a encore six mois, lorsqu'il trainait son spleen au Parc des Princes...  "
223,Ligue des Champions : le Real plus riche grâce à l'élimination du Barça,"Après l'élimination du FC Barcelone, du FC Séville et de l'Atlético de Madrid, le Real Madrid est resté le seul club espagnol en Ligue des champions. "," Par conséquent, le Real Madrid recevra près de cinq millions d'euros en raison de la réserve du marché. Malgré le fait que le football espagnol souffre d'un déclin qui a commencé sous la forme de résultats avec l'élimination de Barcelone, de Séville et de l'Atletico Madrid. Le Real Madrid, en plus d'être la seule équipe de la Liga à se qualifier, ferait partie de ceux qui se contenteraient des débâcles des autres.  Cela est dû au ""market pool"", c'est-à-dire au prix par pays que l'UEFA attribue à tous les clubs de la Ligue des champions, en termes de droits de télévision et en fonction des performances réalisées dans la compétition.  L'équipe présidée par Florentino Perez recevra au moins 4,6 millions d'euros pour avoir été la seule équipe de la Liga en huitième de finale, soit 700 000 euros de plus que ce que chaque club a gagné pour avoir participé à la phase de groupes (3,9 millions d'euros). La répartition pour les clubs espagnols correspondait à quelque 56 millions d'euros, dont 11,2 millions ont été donnés à l'équipe d'Ancelotti, 8,4 à Barcelone, 5,6 à l'Atleti et 2,8 millions d'euros à Séville respectivement pour leur qualification en Liga. "
224,"Rennes, la compo à Fenerbahçe : une décision étonnante de Genesio","Rennes affronte Feberbahçe ce jeudi soir, dans une rencontre comptant pour la 5e journée de la phase de poules de Ligue Europa (18h45). "," Si le Stade Rennais a déjà validé son ticket pour le prochain tour de la Ligue Europa, Bruno Genesio n'a absolument pas l'intention de prendre ce déplacement en Turquie par-dessus la jambe. Les Rouge et Noir comptent affirmer leur suprématie dans ce groupe, avec l'objectif de décrocher la première place pour éviter un gros morceau au printemps. ""Déjà, tous les matches de Coupe d’Europe sont excitants. Ce sont des matches où il faut élever notre niveau dans tous les domaines, s'est enthousiasmé le technicien en conférence de presse. Celui-ci, il est doublement, parce qu’il se joue pour la première place du groupe, et dans un stade où il y a une ambiance extraordinaire. C’est ce qu’on aime lorsqu’on est joueur ou entraîneur."" Rennes avec son onze type ? La composition concoctée par Genesio devrait donc aller dans ce sens. Habitué à effectuer une rotation dans ces matchs de milieu de semaine, l'entraîneur de Rennes devrait s'appuyer sur un onze peu remanié. Tout juste doit-il composer avec les absences de Xeka (malade), Omari et Santamaria (blessés). Steve Mandanda devrait bien être titulaire dans les buts, devant une défense centrale Rodon-Theate. Le capitaine Traoré est attendu sur le côté droit, tout comme Truffert sur le flanc gauche. Au milieu de terrain, Ugochukwu devrait accompagner Majer. L'animation offensive pourrait reposer sur les hommes forts habituels : Bourigeaud à droite, Terrier à gauche et un tandem Gouiri-Kalimuendo en pointe.  Ce dispositif très offensif comporte sa part de risque, mais les Rennais semblent aborder ce match avec une approche audacieuse contre l'ogre de leur poule. Rennes, compo probable : Mandanda - Traoré (c), Rodon, Theate, Truffert - Bourigeaud, Ugochukwu, Majer, Terrier - Kalimuendo, Gouiri."
225,Affaire Mbappé : Un proche de Macron regrette les fuites,Un proche d'Emmanuel Macron regrette les fuites concernant le salaire de Kylian Mbappé.," Karl Olive, ancien journaliste de Canal+, désormais Maire de Poissy et proche d’Emmanuel Macron au sein du parti Renaissance, s'attaque aux médias. Très sec au micro de RTL, l'homme politique dézingue les médias responsables de la fuite du salaire de Mbappé sur RTL. « Ce qui est indécent, c’est de balancer des chiffres comme ça à la volée sans qu’ils soient expliqués. Kylian Mbappé n’est pas une dépense pour le PSG, ni pour la France, c’est un investissement. Kylian Mbappé, c’est le patrimoine culturel de notre pays, le patrimoine économique de notre pays. Kylian Mbappé, c’est 350 millions d’euros qui vont être reversés au fisc, et c’est normal, par rapport au prélèvement de 45 %. 350 millions, c’est le plan vélo en France jusqu’en 2025."" ""350 millions, c’est le prix global du centre d’entraînement du PSG qui vient s’installer à Poissy. C’est 1000 emplois pendant la durée des travaux, c’est deux plans d’actions pour la pédiatrie et ça, ça va bien dans les caisses de l’État », a souligné l’homme politique, qui ne digère pas ces révélations et ce qu’elles peuvent directement provoquer comme réactions"
226,"Barça, Juve, Ajax... Incroyable ! Voici à quoi ressemblera la C3","Barça, Juve, Ajax... Incroyable ! Voici à quoi ressemblera la C3"," Qui a dit que la Ligue Europa n'était qu'une pâle copie de la Ligue des Champions ? La perspective de voir les troisièmes de la phase de poules de C1 reversé en C3 renforce l'attractivité de la seconde compétition européenne. Une tendance particulièrement marquée lors de cette saison 2022-23. Ligue Europa : du très lourd au printemps prochain Si l'on se fie à la photographie actuelle des classements dans les différentes poules, la Ligue Europa pourrait accueillir une liste importante de noms ronflants pour ses prochains tours. Un lot de consolation pour le FC Barcelone et la Juventus Turin, par exemple, grands perdants de la semaine et d'ores et déjà éliminés de la compétitions reine. Le club catalan et la Vieille Dame endosseront naturellement les costumes de tête de série pour la suite de cette campagne de Ligue Europa si rien ne bouge d'ici la 6e et dernière journée. Mais ils auront une concurrence importante pour la victoire finale. Car l'Ajax Amsterdam, actuel troisième du groupe A, pourrait également les rejoindre, au même titre que l'Atlético de Madrid. Et la liste n'est pas exhaustive !  Le FC Séville, spécialiste et formation la plus titrée en Ligue Europa, a également rejoint le plateau du tournoi. Le RB Salzbourg, l'Eintracht Francfort - tenant du titre - ou encore le Shakthar Donetsk, déjà sacré par le passé, sont également en position de troisième et futur reversé. Si d'aventure l'Olympique de Marseille venait à échouer à la troisième place de son groupe, le club phocéen saura à quoi s'en tenir..."
227,Deschamps s'agace : l'énorme coup de gueule !,Le sélectionneur de l'équipe de France a fustigé la quête de buzz permantent autour de l'équipe de France. ," Entre les affaires judiciaires, les enquêtes visant la FFF, les remous extra-sportifs et certaines blessures préoccupantes, Didier Deschamps prépare cette Coupe du monde 2022 dans un climat pesant. Le sélectionneur de l'équipe de France doit faire abstraction de cet environnement pour aborder l'événement majeur de l'année. Pas une mince affaire dans le contexte actuel. Deschamps dénonce ""le buzz permanent"" Comme il l'a souvent souligné lors de ses derniers points presse, Didier Deschamps n'apprécie pas vraiment la culture de buzz qui entoure actuellement l'équipe de France. C'est le message qu'il a tenu à faire passer dans un entretien accordé au média Brut. ""On est dans le buzz permanent, les réseaux sociaux. Je n'y suis pas, je suis déconnecté de ça, a-t-il déploré. Souvent, trop souvent, de plus en plus, on s'appuie sur des infos qui ne sont pas des infos. (…) En ce qui concerne l'aspect sportif et ce qui a été dit sur l'aspect sportif, il y a des choses qui sont lunaires, qui sont inexistantes"". Pour le sélectionneur de l'équipe de France, les médias ont également un rôle dans ce processus. ""J'ai eu l'occasion d'être dans les médias, et je l'ai fait pour ça à un moment - je ne suis pas resté longtemps – pour voir comment on traite l'actualité. Déjà à l'époque, maintenant ça s'est développé avec la multiplication des médias, comment certains peuvent avoir la certitude de détenir la vérité parce que le copain du copain, il paraît, on m'a dit, et c'est comme ça ? De s'attribuer une vérité qui n'est pas. Vous ne pouvez pas. Ce n'est pas possible à l'extérieur que vous ayez les éléments dont nous on dispose à l'intérieur"", a conclu le technicien, remonté sur le sujet."
